,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,CUSTOMERNAME,COUNTRY,DEALSIZE,Total Order Value
193,10185,21,100.0,13,3883.74,2003-11-14,Shipped,4,11,2003,Classic Cars,207,Mini Creations Ltd.,USA,Medium,52191.44
194,10196,47,100.0,5,8887.7,2003-11-26,Shipped,4,11,2003,Classic Cars,207,Super Scale Inc.,USA,Large,42498.76
195,10208,46,100.0,13,8602.92,2004-01-02,Shipped,1,1,2004,Classic Cars,207,"Saveley & Henriot, Co.",France,Large,54536.87
196,10220,32,100.0,2,7181.44,2004-02-12,Shipped,1,2,2004,Classic Cars,207,"Clover Collections, Co.",Ireland,Large,38784.47
197,10231,42,100.0,2,8378.58,2004-03-19,Shipped,1,3,2004,Classic Cars,207,CAF Imports,Spain,Large,15330.7
198,10247,44,100.0,2,10606.2,2004-05-05,Shipped,2,5,2004,Classic Cars,207,Suominen Souveniers,Finland,Large,31018.23
199,10272,35,100.0,2,5818.4,2004-07-20,Shipped,3,7,2004,Classic Cars,207,Diecast Classics Inc.,USA,Medium,27149.26
200,10282,41,100.0,5,7071.27,2004-08-20,Shipped,3,8,2004,Classic Cars,207,Mini Gifts Distributors Ltd.,USA,Large,52807.15
201,10293,46,100.0,8,8411.56,2004-09-09,Shipped,3,9,2004,Classic Cars,207,Amica Models & Co.,Italy,Large,38039.0
202,10306,31,100.0,13,6570.76,2004-10-14,Shipped,4,10,2004,Classic Cars,207,"AV Stores, Co.",UK,Medium,57827.61
203,10314,38,100.0,5,7975.44,2004-10-22,Shipped,4,10,2004,Classic Cars,207,Heintze Collectables,Denmark,Large,60273.94
204,10325,42,64.0,8,2688.0,2004-11-05,Shipped,4,11,2004,Classic Cars,207,Baane Mini Imports,Norway,Small,40652.85
205,10336,33,57.22,10,1888.26,2004-11-20,Shipped,4,11,2004,Classic Cars,207,"La Corne D'abondance, Co.",France,Small,56812.67
206,10348,48,52.36,8,2513.28,2004-11-01,Shipped,4,11,2004,Classic Cars,207,"Corrida Auto Replicas, Ltd",Spain,Small,34546.6
207,10359,42,100.0,8,4764.48,2004-12-15,Shipped,4,12,2004,Classic Cars,207,Reims Collectables,France,Medium,30214.42
208,10371,32,100.0,6,3560.64,2005-01-23,Shipped,1,1,2005,Classic Cars,207,Mini Gifts Distributors Ltd.,USA,Medium,36124.270000000004
209,10382,34,100.0,10,3823.64,2005-02-17,Shipped,1,2,2005,Classic Cars,207,Mini Gifts Distributors Ltd.,USA,Medium,55741.020000000004
210,10395,33,69.12,1,2280.96,2005-03-17,Shipped,1,3,2005,Classic Cars,207,Lyon Souveniers,France,Small,20321.53
211,10413,36,100.0,2,8677.8,2005-05-05,Shipped,2,5,2005,Classic Cars,207,Gift Depot Inc.,USA,Large,31648.47
212,10103,27,100.0,8,3394.98,2003-01-29,Shipped,1,1,2003,Trucks and Buses,136,Baane Mini Imports,Norway,Medium,54702.0
213,10113,21,100.0,2,3415.44,2003-03-26,Shipped,1,3,2003,Trucks and Buses,136,Mini Gifts Distributors Ltd.,USA,Medium,12398.560000000001
214,10126,21,100.0,8,2439.57,2003-05-28,Shipped,2,5,2003,Trucks and Buses,136,"Corrida Auto Replicas, Ltd",Spain,Small,61073.21
215,10140,38,100.0,8,4829.8,2003-07-24,Shipped,3,7,2003,Trucks and Buses,136,Technics Stores Inc.,USA,Medium,42031.83
216,10150,30,100.0,5,4100.1,2003-09-19,Shipped,3,9,2003,Trucks and Buses,136,"Dragon Souveniers, Ltd.",Singapore,Medium,44219.36
217,10164,49,100.0,6,6563.06,2003-10-21,Resolved,4,10,2003,Trucks and Buses,136,Mini Auto Werke,Austria,Medium,28550.59
218,10174,43,100.0,1,6817.22,2003-11-06,Shipped,4,11,2003,Trucks and Buses,136,"Australian Gift Network, Co",Australia,Medium,27098.8
219,10183,41,100.0,5,6163.94,2003-11-13,Shipped,4,11,2003,Trucks and Buses,136,"Classic Gift Ideas, Inc",USA,Medium,40061.659999999996
220,10194,38,100.0,8,4933.92,2003-11-25,Shipped,4,11,2003,Trucks and Buses,136,"Saveley & Henriot, Co.",France,Medium,41535.11
221,10206,28,100.0,3,4056.36,2003-12-05,Shipped,4,12,2003,Trucks and Buses,136,Canadian Gift Exchange Network,Canada,Medium,38662.21
222,10216,43,100.0,1,5759.42,2004-02-02,Shipped,1,2,2004,Trucks and Buses,136,Auto Assoc. & Cie.,France,Medium,5759.42
223,10229,25,100.0,13,3451.0,2004-03-11,Shipped,1,3,2004,Trucks and Buses,136,Mini Gifts Distributors Ltd.,USA,Medium,48922.77
224,10245,38,100.0,6,5920.4,2004-05-04,Shipped,2,5,2004,Trucks and Buses,136,Super Scale Inc.,USA,Medium,36973.31
225,10258,41,100.0,3,6668.24,2004-06-15,Shipped,2,6,2004,Trucks and Buses,136,"Tokyo Collectables, Ltd",Japan,Medium,25928.75
226,10270,28,100.0,6,4094.72,2004-07-19,Shipped,3,7,2004,Trucks and Buses,136,Souveniers And Things Co.,Australia,Medium,41297.14
227,10281,25,100.0,13,2938.5,2004-08-19,Shipped,3,8,2004,Trucks and Buses,136,Diecast Classics Inc.,USA,Small,44781.35
228,10291,41,100.0,8,6387.8,2004-09-08,Shipped,3,9,2004,Trucks and Buses,136,Scandinavian Gift Ideas,Sweden,Medium,53941.69
229,10304,39,100.0,3,6396.0,2004-10-11,Shipped,4,10,2004,Trucks and Buses,136,Auto Assoc. & Cie.,France,Medium,59074.9
230,10313,21,100.0,11,2669.1,2004-10-22,Shipped,4,10,2004,Trucks and Buses,136,Canadian Gift Exchange Network,Canada,Small,36576.71
231,10322,27,100.0,9,4784.13,2004-11-04,Shipped,4,11,2004,Trucks and Buses,136,Online Diecast Creations Co.,USA,Medium,55570.6
232,10333,33,99.21,6,3273.93,2004-11-18,Shipped,4,11,2004,Trucks and Buses,136,Mini Wheels Co.,USA,Medium,30348.72
233,10347,29,100.0,3,3586.43,2004-11-29,Shipped,4,11,2004,Trucks and Buses,136,"Australian Collectors, Co.",Australia,Medium,47442.91
234,10357,49,100.0,8,5960.36,2004-12-10,Shipped,4,12,2004,Trucks and Buses,136,Mini Gifts Distributors Ltd.,USA,Medium,42152.11
235,10370,49,100.0,8,8470.14,2005-01-20,Shipped,1,1,2005,Trucks and Buses,136,"Anna's Decorations, Ltd",Australia,Large,29852.17
236,10381,20,100.0,1,2952.0,2005-02-17,Shipped,1,2,2005,Trucks and Buses,136,Corporate Gift Ideas Co.,USA,Small,36495.95
237,10391,39,63.2,9,2464.8,2005-03-09,Shipped,1,3,2005,Trucks and Buses,136,"Anna's Decorations, Ltd",Australia,Small,35160.25
238,10411,40,100.0,6,6232.0,2005-05-01,Shipped,2,5,2005,Trucks and Buses,136,Quebec Home Shopping Network,Canada,Medium,33692.97
239,10424,49,100.0,3,7969.36,2005-05-31,In Process,2,5,2005,Trucks and Buses,136,Euro Shopping Channel,Spain,Large,35133.34
240,10107,21,100.0,1,3036.6,2003-02-24,Shipped,1,2,2003,Motorcycles,150,Land of Toys Inc.,USA,Medium,25783.76
241,10121,50,100.0,4,8284.0,2003-05-07,Shipped,2,5,2003,Motorcycles,150,Reims Collectables,France,Large,18971.96
242,10134,20,100.0,1,2711.2,2003-07-01,Shipped,3,7,2003,Motorcycles,150,Lyon Souveniers,France,Small,25624.88
243,10145,49,100.0,5,8339.8,2003-08-25,Shipped,3,8,2003,Motorcycles,150,Toys4GrownUps.com,USA,Large,55776.119999999995
244,10159,38,100.0,13,6238.84,2003-10-10,Shipped,4,10,2003,Motorcycles,150,Corporate Gift Ideas Co.,USA,Medium,62498.29
245,10169,35,100.0,13,4639.25,2003-11-04,Shipped,4,11,2003,Motorcycles,150,"Anna's Decorations, Ltd",Australia,Medium,41791.95
246,10180,40,100.0,8,6747.6,2003-11-11,Shipped,4,11,2003,Motorcycles,150,Daedalus Designs Imports,France,Medium,48874.28
247,10189,28,100.0,1,4512.48,2003-11-18,Shipped,4,11,2003,Motorcycles,150,Toys4GrownUps.com,USA,Medium,4512.48
248,10201,25,100.0,1,4029.0,2003-12-01,Shipped,4,12,2003,Motorcycles,150,Mini Wheels Co.,USA,Medium,25431.88
249,10211,36,100.0,13,4771.8,2004-01-15,Shipped,1,1,2004,Motorcycles,150,Auto Canal Petit,France,Medium,51172.65
250,10224,43,100.0,6,6087.94,2004-02-21,Shipped,1,2,2004,Motorcycles,150,Daedalus Designs Imports,France,Medium,20178.129999999997
251,10237,32,100.0,6,4193.28,2004-04-05,Shipped,2,4,2004,Motorcycles,150,Vitachrome Inc.,USA,Medium,24804.34
252,10251,46,100.0,1,7552.28,2004-05-18,Shipped,2,5,2004,Motorcycles,150,Tekni Collectables Inc.,USA,Large,27987.07
253,10263,48,100.0,1,6434.4,2004-06-28,Shipped,2,6,2004,Motorcycles,150,Gift Depot Inc.,USA,Medium,44130.520000000004
254,10276,43,100.0,14,5181.5,2004-08-02,Shipped,3,8,2004,Motorcycles,150,Online Mini Collectables,USA,Medium,52505.36
255,10285,49,100.0,5,6863.92,2004-08-27,Shipped,3,8,2004,Motorcycles,150,Marta's Replicas Co.,USA,Medium,48828.72
256,10299,24,100.0,8,4157.04,2004-09-30,Shipped,3,9,2004,Motorcycles,150,"Toys of Finland, Co.",Finland,Medium,42744.06
257,10309,26,100.0,4,4660.24,2004-10-15,Shipped,4,10,2004,Motorcycles,150,Baane Mini Imports,Norway,Medium,19769.68
258,10319,30,100.0,9,4111.8,2004-11-03,Shipped,4,11,2004,Motorcycles,150,Microscale Inc.,USA,Medium,31446.15
259,10329,24,100.0,6,3542.64,2004-11-15,Shipped,4,11,2004,Motorcycles,150,Land of Toys Inc.,USA,Medium,53152.28
260,10341,55,100.0,8,8118.55,2004-11-24,Shipped,4,11,2004,Motorcycles,150,Salzburg Collectables,Austria,Large,45001.11
261,10362,22,100.0,1,3877.06,2005-01-05,Shipped,1,1,2005,Motorcycles,150,Technics Stores Inc.,USA,Medium,13529.57
262,10375,49,78.92,13,3867.08,2005-02-03,Shipped,1,2,2005,Motorcycles,150,La Rochelle Gifts,France,Medium,59617.4
263,10388,44,100.0,6,5951.44,2005-03-03,Shipped,1,3,2005,Motorcycles,150,FunGiftIdeas.com,USA,Medium,37557.66
264,10403,66,100.0,6,8648.64,2005-04-08,Shipped,2,4,2005,Motorcycles,150,"UK Collectables, Ltd.",UK,Large,40802.81
265,10417,21,100.0,1,3447.78,2005-05-13,Disputed,2,5,2005,Motorcycles,150,Euro Shopping Channel,Spain,Medium,31821.9
266,10104,34,100.0,1,5958.5,2003-01-31,Shipped,1,1,2003,Classic Cars,151,Euro Shopping Channel,Spain,Medium,44621.96
267,10117,43,100.0,10,5911.64,2003-04-16,Shipped,2,4,2003,Classic Cars,151,"Dragon Souveniers, Ltd.",Singapore,Medium,43657.47
268,10127,46,100.0,3,7366.44,2003-06-03,Shipped,2,6,2003,Classic Cars,151,Muscle Machine Inc,USA,Large,68462.15
269,10142,33,100.0,13,4985.64,2003-08-08,Shipped,3,8,2003,Classic Cars,151,Mini Gifts Distributors Ltd.,USA,Medium,63088.16
270,10153,42,100.0,12,5393.64,2003-09-28,Shipped,3,9,2003,Classic Cars,151,Euro Shopping Channel,Spain,Medium,47727.82
271,10165,34,100.0,4,4880.02,2003-10-22,Shipped,4,10,2003,Classic Cars,151,"Dragon Souveniers, Ltd.",Singapore,Medium,77809.37
272,10176,47,100.0,3,8378.69,2003-11-06,Shipped,4,11,2003,Classic Cars,151,L'ordine Souveniers,Italy,Large,44669.74
273,10185,33,100.0,14,4038.21,2003-11-14,Shipped,4,11,2003,Classic Cars,151,Mini Creations Ltd.,USA,Medium,52191.44
274,10196,24,100.0,6,3807.12,2003-11-26,Shipped,4,11,2003,Classic Cars,151,Super Scale Inc.,USA,Medium,42498.76
275,10208,26,100.0,14,3142.36,2004-01-02,Shipped,1,1,2004,Classic Cars,151,"Saveley & Henriot, Co.",France,Medium,54536.87
276,10220,30,100.0,3,4713.6,2004-02-12,Shipped,1,2,2004,Classic Cars,151,"Clover Collections, Co.",Ireland,Medium,38784.47
277,10230,43,100.0,1,7016.31,2004-03-15,Shipped,1,3,2004,Classic Cars,151,"Blauer See Auto, Co.",Germany,Large,37266.49
278,10247,25,100.0,3,4381.25,2004-05-05,Shipped,2,5,2004,Classic Cars,151,Suominen Souveniers,Finland,Medium,31018.23
279,10272,27,100.0,3,4283.01,2004-07-20,Shipped,3,7,2004,Classic Cars,151,Diecast Classics Inc.,USA,Medium,27149.26
280,10282,27,100.0,6,4364.82,2004-08-20,Shipped,3,8,2004,Classic Cars,151,Mini Gifts Distributors Ltd.,USA,Medium,52807.15
281,10293,24,100.0,9,4242.24,2004-09-09,Shipped,3,9,2004,Classic Cars,151,Amica Models & Co.,Italy,Medium,38039.0
282,10306,34,100.0,14,4982.7,2004-10-14,Shipped,4,10,2004,Classic Cars,151,"AV Stores, Co.",UK,Medium,57827.61
283,10314,46,100.0,6,6393.54,2004-10-22,Shipped,4,10,2004,Classic Cars,151,Heintze Collectables,Denmark,Medium,60273.94
284,10324,27,54.33,1,1466.91,2004-11-05,Shipped,4,11,2004,Classic Cars,151,Vitachrome Inc.,USA,Small,56372.87
285,10336,33,100.0,11,4059.33,2004-11-20,Shipped,4,11,2004,Classic Cars,151,"La Corne D'abondance, Co.",France,Medium,56812.67
286,10348,47,100.0,4,4801.52,2004-11-01,Shipped,4,11,2004,Classic Cars,151,"Corrida Auto Replicas, Ltd",Spain,Medium,34546.6
287,10358,49,55.34,5,2711.66,2004-12-10,Shipped,4,12,2004,Classic Cars,151,Euro Shopping Channel,Spain,Small,51435.45
288,10372,40,100.0,4,5862.0,2005-01-26,Shipped,1,1,2005,Classic Cars,151,"Tokyo Collectables, Ltd",Japan,Medium,38191.39
289,10382,37,100.0,11,4071.85,2005-02-17,Shipped,1,2,2005,Classic Cars,151,Mini Gifts Distributors Ltd.,USA,Medium,55741.020000000004
290,10413,47,100.0,3,8236.75,2005-05-05,Shipped,2,5,2005,Classic Cars,151,Gift Depot Inc.,USA,Large,31648.47
291,10108,45,100.0,4,6130.35,2003-03-03,Shipped,1,3,2003,Classic Cars,117,Cruz & Sons Co.,Philippines,Medium,55245.020000000004
292,10122,37,99.82,8,3693.34,2003-05-08,Shipped,2,5,2003,Classic Cars,117,Marseille Mini Autos,France,Medium,52481.840000000004
293,10135,48,100.0,5,6031.68,2003-07-02,Shipped,3,7,2003,Classic Cars,117,Mini Gifts Distributors Ltd.,USA,Medium,59280.51
294,10147,31,100.0,5,3494.94,2003-09-05,Shipped,3,9,2003,Classic Cars,117,Collectables For Less Inc.,USA,Medium,34992.4
295,10160,46,100.0,6,5294.14,2003-10-11,Shipped,4,10,2003,Classic Cars,117,"Men 'R' US Retailers, Ltd.",USA,Medium,24159.14
296,10170,47,100.0,4,5464.69,2003-11-04,Shipped,4,11,2003,Classic Cars,117,Mini Auto Werke,Austria,Medium,14938.15
297,10181,28,100.0,12,2860.76,2003-11-12,Shipped,4,11,2003,Classic Cars,117,Herkku Gifts,Norway,Small,60795.84
298,10191,40,100.0,1,5590.0,2003-11-20,Shipped,4,11,2003,Classic Cars,117,"Toms Spezialitten, Ltd",Germany,Medium,31363.18
299,10203,20,100.0,6,2254.8,2003-12-02,Shipped,4,12,2003,Classic Cars,117,Euro Shopping Channel,Spain,Small,45116.18
300,10212,39,100.0,16,4946.76,2004-01-16,Shipped,1,1,2004,Classic Cars,117,Euro Shopping Channel,Spain,Medium,65165.17
301,10225,25,99.82,7,2495.5,2004-02-22,Shipped,1,2,2004,Classic Cars,117,"Vida Sport, Ltd",Switzerland,Small,50432.549999999996
302,10238,29,100.0,1,3167.38,2004-04-09,Shipped,2,4,2004,Classic Cars,117,Danish Wholesale Imports,Denmark,Medium,31329.56
303,10253,22,100.0,11,2402.84,2004-06-01,Cancelled,2,6,2004,Classic Cars,117,"UK Collectables, Ltd.",UK,Small,50408.25
304,10266,22,100.0,12,2454.54,2004-07-06,Shipped,3,7,2004,Classic Cars,117,L'ordine Souveniers,Italy,Small,56421.65
305,10276,47,100.0,1,5464.69,2004-08-02,Shipped,3,8,2004,Classic Cars,117,Online Mini Collectables,USA,Medium,52505.36
306,10287,45,100.0,10,4756.5,2004-08-30,Shipped,3,8,2004,Classic Cars,117,"Vida Sport, Ltd",Switzerland,Medium,67281.01
307,10300,29,100.0,3,3984.6,2003-10-04,Shipped,4,10,2003,Classic Cars,117,"Blauer See Auto, Co.",Germany,Medium,27257.79
308,10310,24,100.0,8,3100.32,2004-10-16,Shipped,4,10,2004,Classic Cars,117,"Toms Spezialitten, Ltd",Germany,Medium,68943.4
309,10320,35,100.0,1,4850.3,2004-11-03,Shipped,4,11,2004,Classic Cars,117,"Volvo Model Replicas, Co",Sweden,Medium,19599.35
310,10329,46,83.63,13,3846.98,2004-11-15,Shipped,4,11,2004,Classic Cars,117,Land of Toys Inc.,USA,Medium,53152.28
311,10341,44,95.93,1,4220.92,2004-11-24,Shipped,4,11,2004,Classic Cars,117,Salzburg Collectables,Austria,Medium,45001.11
312,10363,34,96.73,4,3288.82,2005-01-06,Shipped,1,1,2005,Classic Cars,117,Suominen Souveniers,Finland,Medium,51373.49
313,10376,35,100.0,1,3987.2,2005-02-08,Shipped,1,2,2005,Classic Cars,117,Boards & Toys Co.,USA,Medium,3987.2
314,10389,25,72.38,6,1809.5,2005-03-03,Shipped,1,3,2005,Classic Cars,117,Scandinavian Gift Ideas,Sweden,Small,31606.72
315,10419,10,100.0,11,1092.2,2005-05-17,Shipped,2,5,2005,Classic Cars,117,Salzburg Collectables,Austria,Small,59475.1
316,10105,29,100.0,14,4566.05,2003-02-11,Shipped,1,2,2003,Classic Cars,173,Danish Wholesale Imports,Denmark,Medium,58871.11
317,10117,39,100.0,8,5938.14,2003-04-16,Shipped,2,4,2003,Classic Cars,173,"Dragon Souveniers, Ltd.",Singapore,Medium,43657.47
318,10127,42,100.0,1,8138.76,2003-06-03,Shipped,2,6,2003,Classic Cars,173,Muscle Machine Inc,USA,Large,68462.15
319,10142,46,100.0,11,9470.94,2003-08-08,Shipped,3,8,2003,Classic Cars,173,Mini Gifts Distributors Ltd.,USA,Large,63088.16
320,10153,49,100.0,10,7036.89,2003-09-28,Shipped,3,9,2003,Classic Cars,173,Euro Shopping Channel,Spain,Large,47727.82
321,10165,27,100.0,2,5559.03,2003-10-22,Shipped,4,10,2003,Classic Cars,173,"Dragon Souveniers, Ltd.",Singapore,Medium,77809.37
322,10176,50,100.0,1,7872.5,2003-11-06,Shipped,4,11,2003,Classic Cars,173,L'ordine Souveniers,Italy,Large,44669.74
323,10185,43,100.0,12,7886.2,2003-11-14,Shipped,4,11,2003,Classic Cars,173,Mini Creations Ltd.,USA,Large,52191.44
324,10196,38,100.0,4,7232.16,2003-11-26,Shipped,4,11,2003,Classic Cars,173,Super Scale Inc.,USA,Large,42498.76
325,10208,20,100.0,12,3114.4,2004-01-02,Shipped,1,1,2004,Classic Cars,173,"Saveley & Henriot, Co.",France,Medium,54536.87
326,10220,27,100.0,1,5045.22,2004-02-12,Shipped,1,2,2004,Classic Cars,173,"Clover Collections, Co.",Ireland,Medium,38784.47
327,10231,49,100.0,1,6952.12,2004-03-19,Shipped,1,3,2004,Classic Cars,173,CAF Imports,Spain,Medium,15330.7
328,10247,27,100.0,1,4157.73,2004-05-05,Shipped,2,5,2004,Classic Cars,173,Suominen Souveniers,Finland,Medium,31018.23
329,10272,39,100.0,1,7962.24,2004-07-20,Shipped,3,7,2004,Classic Cars,173,Diecast Classics Inc.,USA,Large,27149.26
330,10282,24,100.0,4,3778.8,2004-08-20,Shipped,3,8,2004,Classic Cars,173,Mini Gifts Distributors Ltd.,USA,Medium,52807.15
331,10293,45,100.0,7,8253.0,2004-09-09,Shipped,3,9,2004,Classic Cars,173,Amica Models & Co.,Italy,Large,38039.0
332,10306,20,100.0,12,3633.4,2004-10-14,Shipped,4,10,2004,Classic Cars,173,"AV Stores, Co.",UK,Medium,57827.61
333,10314,36,100.0,4,6913.8,2004-10-22,Shipped,4,10,2004,Classic Cars,173,Heintze Collectables,Denmark,Medium,60273.94
334,10325,24,100.0,1,2583.6,2004-11-05,Shipped,4,11,2004,Classic Cars,173,Baane Mini Imports,Norway,Small,40652.85
335,10336,49,63.38,1,3105.62,2004-11-20,Shipped,4,11,2004,Classic Cars,173,"La Corne D'abondance, Co.",France,Medium,56812.67
336,10349,26,100.0,10,4408.56,2004-12-01,Shipped,4,12,2004,Classic Cars,173,Muscle Machine Inc,USA,Medium,41706.52
337,10359,49,62.09,5,3042.41,2004-12-15,Shipped,4,12,2004,Classic Cars,173,Reims Collectables,France,Medium,30214.42
338,10372,34,100.0,1,5941.5,2005-01-26,Shipped,1,1,2005,Classic Cars,173,"Tokyo Collectables, Ltd",Japan,Medium,38191.39
339,10382,34,95.35,12,3241.9,2005-02-17,Shipped,1,2,2005,Classic Cars,173,Mini Gifts Distributors Ltd.,USA,Medium,55741.020000000004
340,10396,33,100.0,3,6109.29,2005-03-23,Shipped,1,3,2005,Classic Cars,173,Mini Gifts Distributors Ltd.,USA,Medium,32194.79
341,10413,22,100.0,1,3387.78,2005-05-05,Shipped,2,5,2005,Classic Cars,173,Gift Depot Inc.,USA,Medium,31648.47
342,10108,39,89.38,7,3485.82,2003-03-03,Shipped,1,3,2003,Classic Cars,79,Cruz & Sons Co.,Philippines,Medium,55245.020000000004
343,10122,32,63.84,11,2042.88,2003-05-08,Shipped,2,5,2003,Classic Cars,79,Marseille Mini Autos,France,Small,52481.840000000004
344,10135,24,75.01,8,1800.24,2003-07-02,Shipped,3,7,2003,Classic Cars,79,Mini Gifts Distributors Ltd.,USA,Small,59280.51
345,10147,21,63.84,8,1340.64,2003-09-05,Shipped,3,9,2003,Classic Cars,79,Collectables For Less Inc.,USA,Small,34992.4
346,10159,24,73.42,3,1762.08,2003-10-10,Shipped,4,10,2003,Classic Cars,79,Corporate Gift Ideas Co.,USA,Small,62498.29
347,10169,36,63.84,3,2298.24,2003-11-04,Shipped,4,11,2003,Classic Cars,79,"Anna's Decorations, Ltd",Australia,Small,41791.95
348,10181,20,81.4,15,1628.0,2003-11-12,Shipped,4,11,2003,Classic Cars,79,Herkku Gifts,Norway,Small,60795.84
349,10191,30,64.64,4,1939.2,2003-11-20,Shipped,4,11,2003,Classic Cars,79,"Toms Spezialitten, Ltd",Germany,Small,31363.18
350,10203,44,82.99,9,3651.56,2003-12-02,Shipped,4,12,2003,Classic Cars,79,Euro Shopping Channel,Spain,Medium,45116.18
351,10211,28,92.57,3,2591.96,2004-01-15,Shipped,1,1,2004,Classic Cars,79,Auto Canal Petit,France,Small,51172.65
352,10225,37,77.41,10,2864.17,2004-02-22,Shipped,1,2,2004,Classic Cars,79,"Vida Sport, Ltd",Switzerland,Small,50432.549999999996
353,10238,20,74.21,4,1484.2,2004-04-09,Shipped,2,4,2004,Classic Cars,79,Danish Wholesale Imports,Denmark,Small,31329.56
354,10253,25,90.17,14,2254.25,2004-06-01,Cancelled,2,6,2004,Classic Cars,79,"UK Collectables, Ltd.",UK,Small,50408.25
355,10266,35,76.61,15,2681.35,2004-07-06,Shipped,3,7,2004,Classic Cars,79,L'ordine Souveniers,Italy,Small,56421.65
356,10276,38,83.79,4,3184.02,2004-08-02,Shipped,3,8,2004,Classic Cars,79,Online Mini Collectables,USA,Medium,52505.36
357,10287,41,69.43,13,2846.63,2004-08-30,Shipped,3,8,2004,Classic Cars,79,"Vida Sport, Ltd",Switzerland,Small,67281.01
358,10300,22,76.61,6,1685.42,2003-10-04,Shipped,4,10,2003,Classic Cars,79,"Blauer See Auto, Co.",Germany,Small,27257.79
359,10310,49,81.4,11,3988.6,2004-10-16,Shipped,4,10,2004,Classic Cars,79,"Toms Spezialitten, Ltd",Germany,Medium,68943.4
360,10320,38,73.42,4,2789.96,2004-11-03,Shipped,4,11,2004,Classic Cars,79,"Volvo Model Replicas, Co",Sweden,Small,19599.35
361,10329,33,100.0,14,3607.56,2004-11-15,Shipped,4,11,2004,Classic Cars,79,Land of Toys Inc.,USA,Medium,53152.28
362,10341,36,93.56,10,3368.16,2004-11-24,Shipped,4,11,2004,Classic Cars,79,Salzburg Collectables,Austria,Medium,45001.11
363,10363,34,81.62,5,2775.08,2005-01-06,Shipped,1,1,2005,Classic Cars,79,Suominen Souveniers,Finland,Small,51373.49
364,10377,24,67.83,5,1627.92,2005-02-09,Shipped,1,2,2005,Classic Cars,79,"Toys of Finland, Co.",Finland,Small,26422.82
365,10389,36,70.26,7,2529.36,2005-03-03,Shipped,1,3,2005,Classic Cars,79,Scandinavian Gift Ideas,Sweden,Small,31606.72
366,10419,34,90.17,14,3065.78,2005-05-17,Shipped,2,5,2005,Classic Cars,79,Salzburg Collectables,Austria,Medium,59475.1
367,10104,41,100.0,9,4615.78,2003-01-31,Shipped,1,1,2003,Trucks and Buses,118,Euro Shopping Channel,Spain,Medium,44621.96
368,10115,46,100.0,5,5723.78,2003-04-04,Shipped,2,4,2003,Trucks and Buses,118,Classic Legends Inc.,USA,Medium,24777.41
369,10127,24,100.0,11,2559.6,2003-06-03,Shipped,2,6,2003,Trucks and Buses,118,Muscle Machine Inc,USA,Small,68462.15
370,10141,21,100.0,5,2140.11,2003-08-01,Shipped,3,8,2003,Trucks and Buses,118,Suominen Souveniers,Finland,Small,31569.43
371,10151,24,100.0,3,3327.6,2003-09-21,Shipped,3,9,2003,Trucks and Buses,118,"Oulu Toy Supplies, Inc.",Finland,Medium,37501.58
372,10165,48,100.0,12,6825.6,2003-10-22,Shipped,4,10,2003,Trucks and Buses,118,"Dragon Souveniers, Ltd.",Singapore,Medium,77809.37
373,10175,26,100.0,1,3543.28,2003-11-06,Shipped,4,11,2003,Trucks and Buses,118,"Stylish Desk Decors, Co.",UK,Medium,42688.31
374,10184,37,100.0,6,4516.22,2003-11-14,Shipped,4,11,2003,Trucks and Buses,118,"Iberia Gift Imports, Corp.",Spain,Medium,51502.740000000005
375,10195,49,100.0,6,6445.46,2003-11-25,Shipped,4,11,2003,Trucks and Buses,118,Mini Classics,USA,Medium,38682.95
376,10207,34,99.54,7,3384.36,2003-12-09,Shipped,4,12,2003,Trucks and Buses,118,Diecast Collectables,USA,Medium,63730.78
